customer_id,recency_days,frequency,monetary,R,F,M,segment
13823,19,7,3361.5,5,4,5,Champions
13824,33,12,3314.76,4,5,5,Champions
13825,622,2,255.59,1,2,1,Hibernating
13826,176,1,189.5,3,1,1,Hibernating
13827,58,3,409.8,4,3,2,Loyal
13828,22,1,209.49,4,1,1,Promising
13830,582,1,141.9,1,1,1,Hibernating
13831,16,17,6582.639999999999,5,5,5,Champions
13832,19,2,609.89,5,2,3,Promising
13833,159,2,700.41,3,2,3,Hibernating
13834,577,2,324.19,1,2,2,Hibernating
13835,25,7,1095.27,4,4,3,Champions
13836,399,2,620.37,2,2,3,Hibernating
13837,212,2,266.59000000000003,2,2,1,Hibernating
13838,6,10,1690.07,5,5,4,Champions
13839,486,1,139.95000000000002,1,1,1,Hibernating
13840,416,1,651.4,1,1,3,Hibernating
13841,253,1,85.0,2,1,1,Hibernating
13842,59,18,5319.34,4,5,5,Champions
13843,381,1,319.75,2,1,2,Hibernating
13844,11,1,361.62,5,1,2,Promising
13845,65,1,312.98,3,1,2,Hibernating
13846,25,4,1307.79,4,3,4,Loyal
13847,720,1,310.72,1,1,2,Hibernating
13848,92,8,3015.0,3,4,5,Loyal
13849,52,5,3443.8,4,4,5,Champions
13850,129,1,1595.48,3,1,4,Big spenders
13851,96,8,4516.76,3,4,5,Loyal
13852,611,1,187.35000000000002,1,1,1,Hibernating
13853,57,1,1090.14,4,1,3,Promising
13854,9,39,11880.86,5,5,5,Champions
13855,501,4,1310.3400000000001,1,3,4,At risk
13856,169,11,1116.53,3,5,3,Loyal
13857,393,6,997.01,2,4,3,At risk
13858,57,1,216.17,4,1,1,Promising
13859,326,2,515.86,2,2,2,Hibernating
13860,1,5,1245.9,5,4,4,Champions
13861,429,2,256.26,1,2,1,Hibernating
13862,18,9,2556.09,5,5,4,Champions
13863,248,4,1226.8,2,3,4,Big spenders
13864,387,1,662.4000000000001,2,1,3,Hibernating
13865,58,4,501.56,4,3,2,Loyal
13866,74,1,145.67000000000002,3,1,1,Hibernating
13867,31,3,1005.09,4,3,3,Loyal
13868,7,2,3192.54,5,2,5,Big spenders
13869,123,10,7996.87,3,5,5,Loyal
13870,2,15,5712.08,5,5,5,Champions
13871,23,17,7860.650000000001,4,5,5,Champions
13872,527,3,919.57,1,3,3,At risk
13873,120,8,1038.92,3,4,3,Loyal
13874,358,7,2049.15,2,4,4,Big spenders
13875,54,14,4814.37,4,5,5,Champions
13876,64,1,122.7,3,1,1,Hibernating
13877,86,3,449.68,3,3,2,Loyal
13878,55,4,2416.9,4,3,4,Loyal
13879,646,1,395.5,1,1,2,Hibernating
13880,21,17,4293.86,4,5,5,Champions
13881,4,42,44605.1,5,5,5,Champions
13882,3,5,1131.28,5,4,3,Champions
13883,11,14,6430.04,5,5,5,Champions
13884,7,10,1795.23,5,5,4,Champions
13885,189,2,506.8,2,2,2,Hibernating
13886,71,1,243.56,3,1,1,Hibernating
13887,204,1,349.55,2,1,2,Hibernating
13888,120,7,2001.59,3,4,4,Loyal
13889,93,6,1937.23,3,4,4,Loyal
13890,1,14,2912.38,5,5,5,Champions
13891,378,3,859.21,2,3,3,At risk
13892,27,6,1267.6499999999999,4,4,4,Champions
13893,298,1,821.1,2,1,3,Hibernating
13894,24,3,554.72,4,3,2,Loyal
13895,28,6,3928.57,4,4,5,Champions
13896,626,1,388.55,1,1,2,Hibernating
13897,50,3,1160.72,4,3,3,Loyal
13898,326,2,686.4,2,2,3,Hibernating
13899,16,2,388.52,5,2,2,Promising
13900,183,6,1610.59,3,4,4,Loyal
13901,72,15,5617.04,3,5,5,Loyal
13902,632,5,30392.46,1,4,5,At risk
13903,400,1,165.45000000000002,2,1,1,Hibernating
13904,37,2,332.64,4,2,2,Promising
13905,733,1,312.65,1,1,2,Hibernating
13906,409,1,42.0,1,1,1,Hibernating
13907,692,1,136.8,1,1,1,Hibernating
13908,80,4,2304.7,3,3,4,Loyal
13909,423,2,282.85,1,2,2,Hibernating
13911,57,20,4215.09,4,5,5,Champions
13912,424,1,124.95,1,1,1,Hibernating
13913,507,1,42.22,1,1,1,Hibernating
13914,12,2,613.95,5,2,3,Promising
13915,394,1,70.80000000000001,2,1,1,Hibernating
13916,464,4,1275.81,1,3,4,At risk
13917,50,2,272.04,4,2,1,Promising
13918,50,2,1212.8400000000001,4,2,4,Big spenders
13919,59,4,1242.18,4,3,4,Loyal
13920,432,4,1734.88,1,3,4,At risk
13921,402,4,720.75,2,3,3,At risk
13922,352,3,834.6,2,3,3,At risk
13923,54,1,351.13,4,1,2,Promising
13924,2,5,1780.55,5,4,4,Champions
13925,93,4,616.65,3,3,3,Loyal
13926,23,1,223.85000000000002,4,1,1,Promising
13927,75,2,708.26,3,2,3,Hibernating
13928,11,4,464.57,5,3,2,Loyal
13929,169,9,3357.9,3,5,5,Loyal
13930,58,2,337.34,4,2,2,Promising
13931,96,11,5257.38,3,5,5,Loyal
13932,295,1,307.4,2,1,2,Hibernating
13933,109,2,608.7900000000001,3,2,3,Hibernating
13934,264,1,922.1,2,1,3,Hibernating
13935,597,3,6116.92,1,3,5,At risk
13936,180,3,924.36,3,3,3,Loyal
13937,169,2,867.38,3,2,3,Hibernating
13938,35,1,71.66,4,1,1,Promising
13939,23,7,1560.96,4,4,4,Champions
13940,17,4,839.14,5,3,3,Loyal
13941,22,15,9951.58,4,5,5,Champions
13942,535,1,320.0,1,1,2,Hibernating
13943,578,1,246.54,1,1,1,Hibernating
13944,653,1,200.43,1,1,1,Hibernating
13945,395,2,854.15,2,2,3,Hibernating
13946,79,6,1745.43,3,4,4,Loyal
13947,65,1,90.6,3,1,1,Hibernating
13948,361,4,548.76,2,3,2,At risk
13949,3,6,2427.32,5,4,4,Champions
13950,11,4,728.56,5,3,3,Loyal
13951,176,3,674.45,3,3,3,Loyal
13952,218,14,12823.52,2,5,5,Big spenders
13953,7,12,6640.68,5,5,5,Champions
13954,2,2,389.42,5,2,2,Promising
13955,154,3,544.0699999999999,3,3,2,Loyal
13956,5,5,1019.27,5,4,3,Champions
13957,418,3,458.25,1,3,2,At risk
13958,380,8,4551.08,2,4,5,Big spenders
13959,79,6,1064.77,3,4,3,Loyal
13960,21,2,230.22,4,2,1,Promising
13961,392,1,500.15,2,1,2,Hibernating
13962,22,3,362.8,4,3,2,Loyal
13963,308,17,2748.32,2,5,4,Big spenders
13964,387,2,421.9,2,2,2,Hibernating
13965,477,3,777.66,1,3,3,At risk
13966,435,1,384.26,1,1,2,Hibernating
13967,146,2,166.3,3,2,1,Hibernating
13968,423,1,123.66,1,1,1,Hibernating
13969,7,35,12826.31,5,5,5,Champions
13970,386,2,846.55,2,2,3,Hibernating
13971,19,14,4629.07,5,5,5,Champions
13972,71,2,190.25,3,2,1,Hibernating
13973,287,1,264.7,2,1,1,Hibernating
13974,49,2,677.72,4,2,3,Promising
13975,31,12,5244.6,4,5,5,Champions
13976,207,4,1192.36,2,3,3,At risk
13977,411,1,519.8100000000001,1,1,2,Hibernating
13978,15,2,196.79000000000002,5,2,1,Promising
13979,73,7,3339.08,3,4,5,Loyal
13980,60,5,744.62,3,4,3,Loyal
13981,416,1,331.14,1,1,2,Hibernating
13982,39,9,3949.19,4,5,5,Champions
13983,30,20,6724.55,4,5,5,Champions
13984,27,11,1461.32,4,5,4,Champions
13985,4,22,9991.16,5,5,5,Champions
13986,17,1,320.46,5,1,2,Promising
13987,380,2,682.54,2,2,3,Hibernating
13988,20,8,4720.1,4,4,5,Champions
13989,66,5,2026.06,3,4,4,Loyal
13990,213,1,311.3,2,1,2,Hibernating
13991,12,6,851.88,5,4,3,Champions
13992,30,3,219.5,4,3,1,Loyal
13993,43,19,6747.06,4,5,5,Champions
13994,4,6,2274.14,5,4,4,Champions
13995,15,14,3862.11,5,5,5,Champions
13996,386,2,845.76,2,2,3,Hibernating
13997,519,3,376.46,1,3,2,At risk
13998,447,3,566.7,1,3,2,At risk
13999,10,29,9502.26,5,5,5,Champions
14000,211,5,2046.3400000000001,2,4,4,Big spenders
14001,46,9,4228.85,4,5,5,Champions
14002,134,2,529.73,3,2,2,Hibernating
14003,733,1,209.41,1,1,1,Hibernating
14004,43,11,6258.45,4,5,5,Champions
14005,10,5,2874.72,5,4,5,Champions
14006,116,7,2196.67,3,4,4,Loyal
14007,513,1,79.48,1,1,1,Hibernating
14008,432,1,493.74,1,1,2,Hibernating
14009,198,3,1099.91,2,3,3,At risk
14010,565,2,288.1,1,2,2,Hibernating
14011,480,2,457.82,1,2,2,Hibernating
14012,278,1,328.8,2,1,2,Hibernating
14013,110,5,1084.57,3,4,3,Loyal
14014,77,3,1948.21,3,3,4,Loyal
14015,53,1,917.34,4,1,3,Promising
14016,162,11,11303.41,3,5,5,Loyal
14017,571,1,229.75,1,1,1,Hibernating
14018,645,1,367.15000000000003,1,1,2,Hibernating
14019,47,3,1408.86,4,3,4,Loyal
14020,17,4,1226.31,5,3,4,Loyal
14021,155,7,1716.58,3,4,4,Loyal
14022,225,2,792.15,2,2,3,Hibernating
14023,7,2,584.07,5,2,2,Promising
14024,122,3,645.74,3,3,3,Loyal
14025,465,8,4027.9,1,4,5,At risk
14026,471,2,713.11,1,2,3,Hibernating
14027,61,1,104.82,3,1,1,Hibernating
14028,550,2,6786.0,1,2,5,Hibernating
14029,63,2,467.66,3,2,2,Hibernating
14030,18,20,7514.85,5,5,5,Champions
14031,7,41,36268.71,5,5,5,Champions
14032,2,16,4506.45,5,5,5,Champions
14033,555,1,109.44,1,1,1,Hibernating
14034,22,3,509.09,4,3,2,Loyal
14035,29,9,2794.75,4,5,4,Champions
14036,285,1,626.65,2,1,3,Hibernating
14037,176,6,836.95,3,4,3,Loyal
14038,78,5,3037.03,3,4,5,Loyal
14039,33,2,267.28000000000003,4,2,1,Promising
14040,41,35,12523.81,4,5,5,Champions
14041,266,1,141.41,2,1,1,Hibernating
14042,725,1,431.98,1,1,2,Hibernating
14043,491,2,302.6,1,2,2,Hibernating
14044,27,10,3057.0,4,5,5,Champions
14045,109,15,9375.029999999999,3,5,5,Loyal
14046,284,1,151.59,2,1,1,Hibernating
14047,9,13,3911.11,5,5,5,Champions
14048,305,3,725.09,2,3,3,At risk
14049,17,13,12885.17,5,5,5,Champions
14050,32,2,746.36,4,2,3,Promising
14051,1,37,21668.98,5,5,5,Champions
14052,20,2,466.66,4,2,2,Promising
14053,124,4,572.3,3,3,2,Loyal
14054,65,1,92.46,3,1,1,Hibernating
14055,106,3,1520.96,3,3,4,Loyal
14056,1,23,8092.18,5,5,5,Champions
14057,24,22,8276.1,4,5,5,Champions
14058,463,2,469.19,1,2,2,Hibernating
14059,267,1,183.6,2,1,1,Hibernating
14060,5,30,8893.2,5,5,5,Champions
14061,507,3,917.4300000000001,1,3,3,At risk
14062,10,24,25503.88,5,5,5,Champions
14063,687,7,9471.5,1,4,5,At risk
14064,29,15,3014.97,4,5,5,Champions
14065,389,3,891.02,2,3,3,At risk
14066,267,1,152.55,2,1,1,Hibernating
14067,64,2,374.7,3,2,2,Hibernating
14068,320,4,1493.32,2,3,4,Big spenders
14069,515,2,225.81,1,2,1,Hibernating
14070,685,1,321.6,1,1,2,Hibernating
14071,4,8,1291.34,5,4,4,Champions
14072,667,1,390.85,1,1,2,Hibernating
14073,32,1,139.54,4,1,1,Promising
14074,623,1,219.39999999999998,1,1,1,Hibernating
14075,5,5,1724.87,5,4,4,Champions
14076,129,1,118.67,3,1,1,Hibernating
14077,41,6,615.0799999999999,4,4,3,Champions
14078,102,9,1551.82,3,5,4,Loyal
14079,125,1,375.1,3,1,2,Hibernating
14080,33,5,1075.73,4,4,3,Champions
14081,302,10,4822.17,2,5,5,Big spenders
14082,365,2,413.36,2,2,2,Hibernating
14083,4,11,1082.19,5,5,3,Champions
14084,512,1,150.5,1,1,1,Hibernating
14085,2,32,9692.92,5,5,5,Champions
14086,463,1,39.95,1,1,1,Hibernating
14087,3,3,786.72,5,3,3,Loyal
14088,10,15,63731.63,5,5,5,Champions
14089,57,1,158.75,4,1,1,Promising
14090,325,1,76.32000000000001,2,1,1,Hibernating
14091,654,2,9530.08,1,2,5,Hibernating
14092,8,24,7229.45,5,5,5,Champions
14093,12,1,433.86,5,1,2,Promising
14094,440,1,311.77,1,1,2,Hibernating
14095,723,1,2.95,1,1,1,Hibernating
14096,4,17,53258.43,5,5,5,Champions
14097,481,2,422.85999999999996,1,2,2,Hibernating
14098,37,1,147.35,4,1,1,Promising
14099,16,20,5727.71,5,5,5,Champions
14100,138,1,191.95000000000002,3,1,1,Hibernating
14101,74,13,9961.93,3,5,5,Loyal
14102,5,5,1073.78,5,4,3,Champions
14104,155,5,740.53,3,4,3,Loyal
14105,239,5,5970.9800000000005,2,4,5,Big spenders
14106,737,1,214.79999999999998,1,1,1,Hibernating
14107,52,11,4877.3,4,5,5,Champions
14108,31,4,1044.96,4,3,3,Loyal
14109,73,1,80.2,3,1,1,Hibernating
14110,4,33,12974.45,5,5,5,Champions
14111,14,4,692.85,5,3,3,Loyal
14112,23,11,5609.39,4,5,5,Champions
14113,4,15,6449.95,5,5,5,Champions
14114,274,7,1364.09,2,4,4,Big spenders
14115,502,2,622.6700000000001,1,2,3,Hibernating
14116,20,5,1382.74,4,4,4,Champions
14117,144,1,90.0,3,1,1,Hibernating
14118,429,1,458.45,1,1,2,Hibernating
14119,376,2,163.47,2,2,1,Hibernating
14121,4,4,2780.15,5,3,4,Loyal
14122,406,3,314.71999999999997,2,3,2,At risk
14123,733,1,436.18,1,1,2,Hibernating
14124,84,1,419.58000000000004,3,1,2,Hibernating
14125,11,3,2720.63,5,3,4,Loyal
14126,8,4,1109.96,5,3,3,Loyal
14127,123,6,1900.0800000000002,3,4,4,Loyal
14128,61,3,909.36,3,3,3,Loyal
14129,2,9,2591.34,5,5,4,Champions
14130,319,4,1858.77,2,3,4,Big spenders
14131,649,1,168.22,1,1,1,Hibernating
14132,2,11,3586.0299999999997,5,5,5,Champions
14133,130,4,911.14,3,3,3,Loyal
14134,383,15,11123.35,2,5,5,Big spenders
14135,2,24,8839.67,5,5,5,Champions
14136,401,5,1559.8600000000001,2,4,4,Big spenders
14137,696,1,332.7,1,1,2,Hibernating
14138,2,2,965.8800000000001,5,2,3,Promising
14139,46,4,1086.8,4,3,3,Loyal
14140,4,2,920.05,5,2,3,Promising
14141,3,4,915.13,5,3,3,Loyal
14142,373,2,671.34,2,2,3,Hibernating
14143,134,1,115.8,3,1,1,Hibernating
14144,486,1,30.599999999999998,1,1,1,Hibernating
14145,47,7,7006.05,4,4,5,Champions
14146,9,12,8208.87,5,5,5,Champions
14147,78,9,2035.1999999999998,3,5,4,Loyal
14148,234,2,466.29,2,2,2,Hibernating
14149,221,1,267.08,2,1,1,Hibernating
14150,36,2,658.64,4,2,3,Promising
14151,673,2,666.7,1,2,3,Hibernating
14152,75,7,1975.44,3,4,4,Loyal
14153,483,1,233.4,1,1,1,Hibernating
14154,239,8,6285.5,2,4,5,Big spenders
14155,266,1,118.75,2,1,1,Hibernating
14156,10,142,298301.95,5,5,5,Champions
14157,20,5,978.69,4,4,3,Champions
14158,40,1,507.66,4,1,2,Promising
14159,20,20,7536.08,4,5,5,Champions
14160,610,7,8421.47,1,4,5,At risk
14161,216,7,2996.93,2,4,5,Big spenders
14162,174,2,289.36,3,2,2,Hibernating
14163,87,5,2594.62,3,4,4,Loyal
14164,71,2,1631.77,3,2,4,Big spenders
14165,276,1,120.44,2,1,1,Hibernating
14166,505,2,251.15,1,2,1,Hibernating
14167,39,8,1274.29,4,4,4,Champions
14168,421,2,330.65,1,2,2,Hibernating
14169,431,2,613.11,1,2,3,Hibernating
14170,375,3,570.18,2,3,2,At risk
14171,98,2,498.79,3,2,2,Hibernating
14172,605,3,356.27,1,3,2,At risk
14173,11,6,586.0,5,4,2,Champions
14174,33,1,134.46,4,1,1,Promising
14175,60,8,7546.63,3,4,5,Loyal
14176,297,5,756.46,2,4,3,At risk
14177,86,13,2209.69,3,5,4,Loyal
14178,9,7,1580.26,5,4,4,Champions
14179,41,2,701.57,4,2,3,Promising
14180,11,33,5915.35,5,5,5,Champions
14181,411,2,308.35,1,2,2,Hibernating
14182,444,4,666.02,1,3,3,At risk
14183,411,2,278.34000000000003,1,2,1,Hibernating
14184,67,1,452.89,3,1,2,Hibernating
14185,331,1,197.65,2,1,1,Hibernating
14186,427,5,1550.63,1,4,4,At risk
14187,474,1,123.5,1,1,1,Hibernating
14188,31,6,2054.36,4,4,4,Champions
14189,2,16,5476.95,5,5,5,Champions
14190,666,1,79.9,1,1,1,Hibernating
14191,2,15,4801.76,5,5,5,Champions
14192,388,1,293.74,2,1,2,Hibernating
14193,68,3,1210.19,3,3,4,Loyal
14194,5,36,18567.99,5,5,5,Champions
14195,202,6,2615.6,2,4,4,Big spenders
14196,107,1,335.52,3,1,2,Hibernating
14197,411,1,390.05,1,1,2,Hibernating
14198,18,9,1569.73,5,5,4,Champions
14199,218,4,916.5,2,3,3,At risk
14200,617,1,379.2,1,1,2,Hibernating
14201,60,10,1163.84,3,5,3,Loyal
14202,381,3,847.76,2,3,3,At risk
14203,397,1,339.34,2,1,2,Hibernating
14204,2,4,1024.83,5,3,3,Loyal
14205,17,9,2176.0,5,5,4,Champions
14206,239,3,1165.11,2,3,3,At risk
14207,688,1,157.8,1,1,1,Hibernating
14208,95,2,567.05,3,2,2,Hibernating
14209,11,15,4993.27,5,5,5,Champions
14210,106,16,5546.62,3,5,5,Loyal
14211,53,18,4356.69,4,5,5,Champions
14212,90,2,2190.14,3,2,4,Big spenders
14214,31,5,1004.38,4,4,3,Champions
14215,12,9,3250.33,5,5,5,Champions
14216,3,5,2150.04,5,4,4,Champions
14217,2,23,3153.14,5,5,5,Champions
14218,43,1,169.48000000000002,4,1,1,Promising
14219,4,3,633.83,5,3,3,Loyal
14220,247,4,1515.0,2,3,4,Big spenders
14221,42,17,6517.49,4,5,5,Champions
14222,177,1,683.17,3,1,3,Hibernating
14223,92,3,975.23,3,3,3,Loyal
14224,110,9,1841.71,3,5,4,Loyal
14225,435,4,2031.07,1,3,4,At risk
14226,29,6,2985.13,4,4,5,Champions
14227,26,15,6349.66,4,5,5,Champions
14228,438,3,745.5,1,3,3,At risk
14229,52,7,2579.04,4,4,4,Champions
14230,436,3,979.8000000000001,1,3,3,At risk
14231,184,4,1137.8700000000001,3,3,3,Loyal
14232,43,5,2048.07,4,4,4,Champions
14233,49,7,2785.4700000000003,4,4,4,Champions
14234,22,4,754.12,4,3,3,Loyal
14235,75,9,4666.99,3,5,5,Loyal
14236,81,5,1555.34,3,4,4,Loyal
14237,373,2,471.14,2,2,2,Hibernating
14238,326,3,434.23,2,3,2,At risk
14239,43,21,4263.17,4,5,5,Champions
14240,30,3,1247.49,4,3,4,Loyal
14241,184,2,333.70000000000005,3,2,2,Hibernating
14242,235,2,280.55,2,2,1,Hibernating
14243,9,17,7191.25,5,5,5,Champions
14244,661,1,366.41999999999996,1,1,2,Hibernating
14245,220,2,1693.45,2,2,4,Big spenders
14246,111,3,1474.06,3,3,4,Loyal
14247,278,5,750.61,2,4,3,At risk
14248,318,3,1032.95,2,3,3,At risk
14249,411,12,5400.46,1,5,5,At risk
14250,7,3,1904.05,5,3,4,Loyal
14251,2,5,2879.7000000000003,5,4,5,Champions
14252,381,1,350.99,2,1,2,Hibernating
14253,493,2,363.40000000000003,1,2,2,Hibernating
14254,433,1,601.03,1,1,3,Hibernating
14256,260,5,2426.79,2,4,4,Big spenders
14257,64,9,5954.45,3,5,5,Loyal
14258,9,25,31505.74,5,5,5,Champions
14259,142,1,120.0,3,1,1,Hibernating
14260,471,3,824.28,1,3,3,At risk
14261,51,2,1163.45,4,2,3,Promising
14262,8,8,2618.23,5,4,4,Champions
14263,423,1,322.93,1,1,2,Hibernating
14264,155,6,1490.3600000000001,3,4,4,Loyal
14265,109,4,1373.35,3,3,4,Loyal
14266,428,1,40.56,1,1,1,Hibernating
14267,163,3,1312.24,3,3,4,Loyal
14268,471,1,354.85,1,1,2,Hibernating
14269,439,1,295.73,1,1,2,Hibernating
14270,332,1,492.65000000000003,2,1,2,Hibernating
14271,226,2,214.18,2,2,1,Hibernating
14272,74,4,920.81,3,3,3,Loyal
14273,51,4,559.97,4,3,2,Loyal
14274,686,1,256.6,1,1,1,Hibernating
14275,396,6,1189.3799999999999,2,4,3,At risk
14276,99,7,2021.93,3,4,4,Loyal
14277,15,8,4673.72,5,4,5,Champions
14278,410,1,205.83,1,1,1,Hibernating
14279,521,2,191.86,1,2,1,Hibernating
14280,197,1,134.04,2,1,1,Hibernating
14281,408,1,245.15,2,1,1,Hibernating
14282,3,25,7250.76,5,5,5,Champions
14283,463,4,628.4399999999999,1,3,3,At risk
14284,31,3,1299.65,4,3,4,Loyal
14285,21,8,3284.42,4,4,5,Champions
14286,24,7,8431.82,4,4,5,Champions
14287,8,3,156.23000000000002,5,3,1,Loyal
14288,213,1,426.6,2,1,2,Hibernating
14289,9,6,911.26,5,4,3,Champions
14290,11,8,4516.56,5,4,5,Champions
14291,2,23,7864.3,5,5,5,Champions
14292,8,16,8956.0,5,5,5,Champions
14293,3,9,2809.41,5,5,4,Champions
14294,407,1,375.34,2,1,2,Hibernating
14295,40,4,2352.91,4,3,4,Loyal
14296,421,2,456.40000000000003,1,2,2,Hibernating
14297,18,4,1290.48,5,3,4,Loyal
14298,8,82,91154.17,5,5,5,Champions
14299,8,27,13850.6,5,5,5,Champions
14300,19,1,43.2,5,1,1,Promising
14301,117,4,1977.23,3,3,4,Loyal
14302,431,3,742.9000000000001,1,3,3,At risk
14303,407,2,277.94,2,2,1,Hibernating
14304,223,3,1547.41,2,3,4,Big spenders
14305,71,2,1837.01,3,2,4,Big spenders
14306,51,6,3151.4,4,4,5,Champions
14307,89,10,4287.92,3,5,5,Loyal
14309,8,11,3780.81,5,5,5,Champions
14310,433,1,492.1,1,1,2,Hibernating
14311,243,2,453.55,2,2,2,Hibernating
14312,47,11,3090.29,4,5,5,Champions
14314,107,2,229.8,3,2,1,Hibernating
14315,45,8,3197.82,4,4,5,Champions
14316,422,5,1370.34,1,4,4,At risk
14317,65,1,508.58000000000004,3,1,2,Hibernating
14318,460,1,158.02,1,1,1,Hibernating
14319,424,1,494.85,1,1,2,Hibernating
14320,207,5,1251.47,2,4,4,Big spenders
14321,11,7,2207.08,5,4,4,Champions
14322,429,4,474.1,1,3,2,At risk
14323,115,2,587.36,3,2,2,Hibernating
14324,410,2,701.61,1,2,3,Hibernating
14325,570,1,245.48000000000002,1,1,1,Hibernating
14326,242,3,923.98,2,3,3,At risk
14327,163,6,1894.93,3,4,4,Loyal
14329,17,15,9768.77,5,5,5,Champions
14330,624,1,200.63,1,1,1,Hibernating
14331,124,2,462.65999999999997,3,2,2,Hibernating
14332,23,5,1917.41,4,4,4,Champions
14333,68,1,402.7,3,1,2,Hibernating
14334,17,12,4292.98,5,5,5,Champions
14335,16,2,454.86,5,2,2,Promising
14336,17,4,1614.91,5,3,4,Loyal
14338,161,3,928.1,3,3,3,Loyal
14339,243,2,610.31,2,2,3,Hibernating
14340,219,1,134.7,2,1,1,Hibernating
14341,45,18,4436.12,4,5,5,Champions
14342,21,6,903.59,4,4,3,Champions
14343,421,4,1079.66,1,3,3,At risk
14344,127,20,2993.05,3,5,5,Loyal
14345,39,1,108.97999999999999,4,1,1,Promising
14346,121,5,2315.75,3,4,4,Loyal
14347,737,1,82.6,1,1,1,Hibernating
14348,260,1,409.57,2,1,2,Hibernating
14349,10,1,133.5,5,1,1,Promising
14350,274,3,954.15,2,3,3,At risk
14351,165,1,51.0,3,1,1,Hibernating
14352,157,4,1078.96,3,3,3,Loyal
14353,215,3,376.5,2,3,2,At risk
14354,6,2,163.62,5,2,1,Promising
14355,366,3,840.0500000000001,2,3,3,At risk
14356,80,2,683.89,3,2,3,Hibernating
14357,43,1,225.12,4,1,1,Promising
14358,389,2,400.06,2,2,2,Hibernating
14359,19,3,897.18,5,3,3,Loyal
14360,32,4,2118.03,4,3,4,Loyal
14361,579,1,214.70999999999998,1,1,1,Hibernating
14362,22,1,151.5,4,1,1,Promising
14363,402,2,227.47000000000003,2,2,1,Hibernating
14364,109,8,3717.35,3,4,5,Loyal
14365,395,2,634.68,2,2,3,Hibernating
14366,525,1,136.0,1,1,1,Hibernating
14367,8,16,9147.42,5,5,5,Champions
14368,320,1,155.0,2,1,1,Hibernating
14369,642,2,469.13,1,2,2,Hibernating
14370,451,6,1129.83,1,4,3,At risk
14371,295,1,100.5,2,1,1,Hibernating
14372,443,2,860.08,1,2,3,Hibernating
14373,358,1,76.55,2,1,1,Hibernating
14374,541,1,108.0,1,1,1,Hibernating
14375,185,3,1106.82,3,3,3,Loyal
14376,683,1,215.46,1,1,1,Hibernating
14377,191,2,617.05,2,2,3,Hibernating
14378,622,1,131.25,1,1,1,Hibernating
14379,44,4,1265.16,4,3,4,Loyal
14381,52,2,625.9399999999999,4,2,3,Promising
14382,26,2,1193.6299999999999,4,2,3,Promising
14383,38,3,1247.69,4,3,4,Loyal
14384,501,1,58.5,1,1,1,Hibernating
14385,9,3,202.11,5,3,1,Loyal
14386,297,1,142.4,2,1,1,Hibernating
14387,33,3,1727.6,4,3,4,Loyal
14388,10,16,6337.65,5,5,5,Champions
14389,65,5,1898.01,3,4,4,Loyal
14390,10,13,6099.63,5,5,5,Champions
14391,577,1,135.6,1,1,1,Hibernating
14392,432,1,266.4,1,1,1,Hibernating
14393,218,1,67.95,2,1,1,Hibernating
14394,565,1,93.8,1,1,1,Hibernating
14395,2,20,7776.08,5,5,5,Champions
14396,65,7,1969.38,3,4,4,Loyal
14397,3,19,2612.96,5,5,4,Champions
14398,401,2,707.79,2,2,3,Hibernating
14399,394,8,2108.21,2,4,4,Big spenders
14400,149,3,1717.47,3,3,4,Loyal
14401,4,22,6730.8,5,5,5,Champions
14402,652,1,285.6,1,1,2,Hibernating
14403,130,6,1831.01,3,4,4,Loyal
14404,34,13,2625.13,4,5,4,Champions
14405,387,1,195.0,2,1,1,Hibernating
14406,119,1,156.75,3,1,1,Hibernating
14407,107,5,2113.03,3,4,4,Loyal
14408,11,11,4102.27,5,5,5,Champions
14409,71,8,3276.09,3,4,5,Loyal
14410,92,11,2418.41,3,5,4,Loyal
14411,311,1,1063.0,2,1,3,Hibernating
14412,43,3,1426.19,4,3,4,Loyal
14413,362,3,421.72,2,3,2,At risk
14414,92,8,2399.33,3,4,4,Loyal
14415,1,23,11879.49,5,5,5,Champions
14416,22,2,490.22,4,2,2,Promising
14417,388,1,524.65,2,1,2,Hibernating
14418,4,3,1937.25,5,3,4,Loyal
14419,11,7,1254.64,5,4,4,Champions
14420,99,4,1639.17,3,3,4,Loyal
14421,57,6,2456.62,4,4,4,Champions
14422,1,19,10271.52,5,5,5,Champions
14423,218,3,916.6099999999999,2,3,3,At risk
14424,18,1,322.08,5,1,2,Promising
14425,435,3,661.39,1,3,3,At risk
14426,24,17,11341.65,4,5,5,Champions
14427,50,4,1263.52,4,3,4,Loyal
14428,7,5,1214.46,5,4,4,Champions
14429,404,1,516.28,2,1,2,Hibernating
14430,512,3,1181.1000000000001,1,3,3,At risk
14431,303,4,2614.2,2,3,4,Big spenders
14432,10,6,2248.5,5,4,4,Champions
14433,466,1,280.7,1,1,1,Hibernating
14434,22,6,1372.8,4,4,4,Champions
14435,502,1,90.42,1,1,1,Hibernating
14436,99,2,271.70000000000005,3,2,1,Hibernating
14437,366,5,850.84,2,4,3,At risk
14438,306,1,131.9,2,1,1,Hibernating
14439,320,5,9443.04,2,4,5,Big spenders
14440,8,12,5892.33,5,5,5,Champions
14441,1,11,4578.09,5,5,5,Champions
14442,205,7,5333.12,2,4,5,Big spenders
14443,54,5,2069.07,4,4,4,Champions
